Family,Supertype,Switch Type,Model,Switch Category,Downlink Type,Downlink Port Count,Downlink Port speed,Uplink Port type,Uplink port count,Uplink Speed,Modules supported,Line Cards Supported,PoE type,Unified Architecture,Fans,Stacking,Power supply,Layer3 support,Features,Description,Notes,Datasheet
Cisco Business,CBS220,Rack,CBS220-24T-4G,Access,Copper,24,1G,Fiber,4,1Gbps,No,No,,No,Fanless,No,Fixed AC,Layer 2 Access,"smart managed, SMB",CBS220: 24x 1G Copper downlinks and 4x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-24P-4G,Access,Copper,24,1G,Fiber,4,1Gbps,No,No,PoE+,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 24x PoE+ 1G Copper downlinks and 4x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-24FP-4G,Access,Copper,24,1G,Fiber,4,1Gbps,No,No,PoE+ (Full),No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 24x PoE+ (Full) 1G Copper downlinks and 4x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-48T-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,No,,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, SMB",CBS220: 48x 1G Copper downlinks and 4x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-48P-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,No,PoE+,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 48x PoE+ 1G Copper downlinks and 4x 1G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-24T-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,No,,No,Fanless,No,Fixed AC,Layer 2 Access,"smart managed, SMB",CBS220: 24x 1G Copper downlinks and 4x 10G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-24P-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,No,PoE+,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 24x PoE+ 1G Copper downlinks and 4x 10G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-24FP-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,No,PoE+ (Full),No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 24x PoE+ (Full) 1G Copper downlinks and 4x 10G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-48T-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,No,,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, SMB",CBS220: 48x 1G Copper downlinks and 4x 10G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-48P-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,No,PoE+,No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 48x PoE+ 1G Copper downlinks and 4x 10G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS220,Rack,CBS220-48FP-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,No,PoE+ (Full),No,Fans,No,Fixed AC,Layer 2 Access,"smart managed, PoE, SMB",CBS220: 48x PoE+ (Full) 1G Copper downlinks and 4x 10G Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS110,Desktop,CBS110-5T-D,Access,Copper,5,1G,,,,No,No,,No,Fanless,No,Fixed AC,Unmanaged,"unmanaged, SMB",CBS110: 5x 1G Copper downlinks Unmanaged,Unmanaged,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS110,Desktop,CBS110-8T-D,Access,Copper,8,1G,,,,No,No,,No,Fanless,No,Fixed AC,Unmanaged,"unmanaged, SMB",CBS110: 8x 1G Copper downlinks Unmanaged,Unmanaged,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS110,Desktop,CBS110-8PP-D,Access,Copper,8,1G,,,,No,No,PoE (Partial),No,Fans,No,Fixed AC,Unmanaged,"unmanaged, PoE, SMB",CBS110: 8x PoE (Partial) 1G Copper downlinks Unmanaged,Unmanaged,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS110,Rack,CBS110-16T,Access,Copper,16,1G,,,,No,No,,No,Fanless,No,Fixed AC,Unmanaged,"unmanaged, SMB",CBS110: 16x 1G Copper downlinks Unmanaged,Unmanaged,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS110,Rack,CBS110-16PP,Access,Copper,16,1G,,,,No,No,PoE (Partial),No,Fans,No,Fixed AC,Unmanaged,"unmanaged, PoE, SMB",CBS110: 16x PoE (Partial) 1G Copper downlinks Unmanaged,Unmanaged,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS110,Rack,CBS110-24T,Access,Copper,24,1G,,,,No,No,,No,Fanless,No,Fixed AC,Unmanaged,"unmanaged, SMB",CBS110: 24x 1G Copper downlinks Unmanaged,Unmanaged,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
Cisco Business,CBS110,Rack,CBS110-24PP,Access,Copper,24,1G,,,,No,No,PoE (Partial),No,Fans,No,Fixed AC,Unmanaged,"unmanaged, PoE, SMB",CBS110: 24x PoE (Partial) 1G Copper downlinks Unmanaged,Unmanaged,https://www.cisco.com/c/en/us/products/switches/cisco-business-switches/index.html
