Family,Supertype,Switch Type,Model,Switch Category,Downlink Type,Downlink Port Count,Downlink Port speed,Uplink Port type,Uplink port count,Uplink Speed,Modules supported,Line Cards Supported,PoE type,Unified Architecture,Fans,Stacking,Power supply,Layer3 support,Features,Description,Notes,Datasheet
Catalyst,C9300,Rack,C9300-48H,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9300: 48x UPOE+ 1G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-48UXM,Access,Copper,48,10G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300: 48x UPOE 10G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-48UN,Access,Copper,48,5G,Modular,Modular,Modular,Yes,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300: 48x UPOE 5G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-24S,Access,Fiber,24,1G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9300: 24x 1G Fiber downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Rack,C9300-48S,Access,Fiber,48,1G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9300: 48x 1G Fiber downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Module,C9300X-NM-8M,Access,,,,Multigigabit Copper,8,10Gbps,,,,Yes,,,,,,C9300X: 8x 10Gbps Multigigabit Copper uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Module,C9300X-NM-8Y,Access,,,,Fiber,8,25Gbps,,,,Yes,,,,,,C9300X: 8x 25Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Module,C9300X-NM-2C,Access,,,,Fiber,2,100Gbps,,,,Yes,,,,,,C9300X: 2x 100Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Module,C9300X-NM-4C,Access,,,,Fiber,4,100Gbps,,,,Yes,,,,,,C9300X: 4x 100Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Module,BLANK,Access,,,,,0,,,,,Yes,,,,,,,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-24T-4G,Access,Copper,24,1G,Fiber,4,1Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9300L: 24x 1G Copper downlinks and 4x 1Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-24P-4G,Access,Copper,24,1G,Fiber,4,1Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9300L: 24x PoE+ 1G Copper downlinks and 4x 1Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48T-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9300L: 48x 1G Copper downlinks and 4x 1Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48P-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9300L: 48x PoE+ 1G Copper downlinks and 4x 1Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48PF-4G,Access,Copper,48,1G,Fiber,4,1Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9300L: 48x PoE+ 1G Copper downlinks and 4x 1Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-24T-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9300L: 24x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-24P-4X,Access,Copper,24,1G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9300L: 24x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-24UXG-4X,Access,Copper,24,10G,Fiber,4,10Gbps,No,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  Redundant PSU, Fan",C9300L: 24x UPOE 10G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48T-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9300L: 48x 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48P-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9300L: 48x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48PF-4X,Access,Copper,48,1G,Fiber,4,10Gbps,No,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9300L: 48x PoE+ 1G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48UXG-4X,Access,Copper,48,10G,Fiber,4,10Gbps,No,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  Redundant PSU, Fan",C9300L: 48x UPOE 10G Copper downlinks and 4x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-24UXG-2Q,Access,Copper,24,10G,Fiber,2,40Gbps,No,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  Redundant PSU, Fan",C9300L: 24x UPOE 10G Copper downlinks and 2x 40Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300L-48UXG-2Q,Access,Copper,48,10G,Fiber,2,40Gbps,No,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  Redundant PSU, Fan",C9300L: 48x UPOE 10G Copper downlinks and 2x 40Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300LM-48UX-4Y,Access,Copper,48,10G,Fiber,4,25Gbps,No,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  Redundant PSU, Fan",C9300L: 48x UPOE 10G Copper downlinks and 4x 25Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300LM-48T-4Y,Access,Copper,48,1G,Fiber,4,25Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9300L: 48x 1G Copper downlinks and 4x 25Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300L,Rack,C9300LM-24U-4Y,Access,Copper,24,1G,Fiber,4,25Gbps,No,,UPOE,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  Redundant PSU, Fan",C9300L: 24x UPOE 1G Copper downlinks and 4x 25Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Module,C9300-NM-4G,Access,,,,Fiber,4,1Gbps,,,,Yes,,,,,,C9300: 4x 1Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Module,C9300-NM-8X,Access,,,,Fiber,8,10Gbps,,,,Yes,,,,,,C9300: 8x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Module,C9300-NM-2Q,Access,,,,Fiber,2,40Gbps,,,,Yes,,,,,,C9300: 2x 40Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Module,C9300-NM-2Y,Access,,,,Fiber,2,25Gbps,,,,Yes,,,,,,C9300: 2x 25Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Module,C9300-NM-4M,Access,,,,Multigigabit Copper,4,10Gbps,,,,Yes,,,,,,C9300: 4x 10Gbps Multigigabit Copper uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300,Module,BLANK,Access,,,,,0,,,,,Yes,,,,,,,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Rack,C9300X-48HX,Access,Copper,48,10G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300X: 48x UPOE+ 10G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Rack,C9300X-48TX,Access,Copper,48,10G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300X: 48x 10G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Rack,C9300X-48HXN,Access,Copper,48,5G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300X: 48x UPOE+ 5G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Rack,C9300X-24HX,Access,Copper,24,10G,Modular,Modular,Modular,Yes,,UPOE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking, Multigigabit,  StackPower, Redundant PSU, Fan",C9300X: 24x UPOE+ 10G Copper downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Rack,C9300X-12Y,Access,Fiber,12,25G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9300X: 12x 25G Fiber downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9300X,Rack,C9300X-24Y,Access,Fiber,24,25G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9300X: 24x 25G Fiber downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/products/switches/catalyst-9300-series-switches/datasheet-listing.html
Catalyst,C9400,Chassis,C9404R,"Access,Distribution","Copper, Fiber",96,Modular,Modular,Modular,Modular,No,2,Dependent on Line Card,No,Redundant Tray,No,Up to 4 PSUs,Full L3,"Stacking,  Redundant PSU, Fan",C9400: 96x Dependent on Line Card Modular downlinks and Modular uplinks,Stackwise Virtual stacking supported for 2 switches (DNA Advantage),https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Chassis,C9407R,"Access,Distribution","Copper, Fiber",240,Modular,Modular,Modular,Modular,No,5,Dependent on Line Card,No,Redundant Tray,No,Up to 8 PSUs,Full L3,"Stacking,  Redundant PSU, Fan",C9400: 240x Dependent on Line Card Modular downlinks and Modular uplinks,Stackwise Virtual stacking supported for 2 switches (DNA Advantage),https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Chassis,C9410R,"Access,Distribution","Copper, Fiber",384,Modular,Modular,Modular,Modular,No,8,Dependent on Line Card,No,Redundant Tray,No,Up to 8 PSUs,Full L3,"Stacking,  Redundant PSU, Fan",C9400: 384x Dependent on Line Card Modular downlinks and Modular uplinks,Stackwise Virtual stacking supported for 2 switches (DNA Advantage),https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Supervisor,C9400-SUP-1,"Access,Distribution",,,,Fiber / Hybrid,8,"10Gbps, 40Gbps",,,,No,,,,,,C9400: 8x 10Gbps / 40Gbps Fiber / Hybrid uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Supervisor,C9400-SUP-1XL,"Access,Distribution",,,,Fiber / Hybrid,8,"10Gbps, 40Gbps",,,,No,,,,,,C9400: 8x 10Gbps / 40Gbps Fiber / Hybrid uplinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48U,"Access,Distribution",Copper,48,1G,,,,,,UPOE,No,,,,,PoE,C9400: 48x UPOE 1G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48P,"Access,Distribution",Copper,48,1G,,,,,,PoE+,No,,,,,PoE,C9400: 48x PoE+ 1G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48T,"Access,Distribution",Copper,48,1G,,,,,,,No,,,,,,C9400: 48x 1G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48UX,"Access,Distribution",Copper,48,10G,,,,,,UPOE,No,,,,,"PoE, Multigigabit",C9400: 48x UPOE 10G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-24XS,"Access,Distribution",Fiber,24,10G,,,,,,,No,,,,,,C9400: 24x 10G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-24S,"Access,Distribution",Fiber,24,1G,,,,,,,No,,,,,,C9400: 24x 1G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48S,"Access,Distribution",Fiber,48,1G,,,,,,,No,,,,,,C9400: 48x 1G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48H,"Access,Distribution",Copper,48,1G,,,,,,UPOE+,No,,,,,PoE,C9400: 48x UPOE+ 1G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48HN,"Access,Distribution",Copper,48,5G,,,,,,UPOE+,No,,,,,"PoE, Multigigabit",C9400: 48x UPOE+ 5G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48HX,"Access,Distribution",Copper,48,10G,,,,,,UPOE+,No,,,,,"PoE, Multigigabit",C9400: 48x UPOE+ 10G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48TX,"Access,Distribution",Copper,48,10G,,,,,,,No,,,,,Multigigabit,C9400: 48x 10G Copper downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-48XS,"Access,Distribution",Fiber,48,10G,,,,,,,No,,,,,,C9400: 48x 10G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-24XY,"Access,Distribution",Fiber,24,25G,,,,,,,No,,,,,,C9400: 24x 25G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9400,Line Card,C9400-LC-12QC,"Access,Distribution",Fiber,12,"40G, 100G",,,,,,,No,,,,,,C9400: 12x 40G / 100G Fiber downlinks,,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9400-series-switches/nb-06-cat9400-ser-data-sheet-cte-en.html
Catalyst,C9500,Rack,C9500X-28C8D,"Core,Distribution",Fiber,28,"40G, 100G",Fiber,8,"40Gbps, 100Gbps, 200Gbps, 400Gbps",No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 36x 100G / 400G Fiber downlinks,DNA Advantage is required for Stackwise Virtual stacking!,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Rack,C9500X-60L4D,"Core,Distribution",Fiber,60,"10G, 25G, 50G",Fiber,4,"40Gbps, 100Gbps, 200Gbps, 400Gbps",No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 64x 50G / 400G Fiber downlinks,DNA Advantage is required for Stackwise Virtual stacking!,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Rack,C9500-32C,"Core,Distribution",Fiber,32,100G,,0,,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 32x 100G Fiber downlinks,DNA Advantage is required for Stackwise Virtual stacking!,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Rack,C9500-32QC,"Core,Distribution",Fiber,32,40G,,0,,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 32x 40G Fiber downlinks,"DNA Advantage is required for Stackwise Virtual stacking!

Ports can also be used as 16x 100G",https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Rack,C9500-48Y4C,"Core,Distribution",Fiber,48,25G,Fiber,4,100Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 48x 25G Fiber downlinks and 4x 100Gbps Fiber uplinks,DNA Advantage is required for Stackwise Virtual stacking!,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Rack,C9500-24Y4C,"Core,Distribution",Fiber,24,25G,Fiber,4,100Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 24x 25G Fiber downlinks and 4x 100Gbps Fiber uplinks,DNA Advantage is required for Stackwise Virtual stacking!,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Rack,C9500-16X,"Core,Distribution",Fiber,16,10G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 16x 10G Fiber downlinks and Modular uplinks,DNA Advantage is required for Stackwise Virtual stacking!,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Rack,C9500-16X-2Q,"Core,Distribution",Fiber,16,10G,Fiber,2,40Gbps,No,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  Redundant PSU, Fan",C9500: 16x 10G Fiber downlinks and 2x 40Gbps Fiber uplinks,DNA Advantage is required for Stackwise Virtual stacking!,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Module,C9500-NM-2Q,"Core,Distribution",,,,Fiber,2,40Gbps,,,,Yes,,,,,,C9500: 2x 40Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9500,Module,C9500-NM-8X,"Core,Distribution",,,,Fiber,8,10Gbps,,,,Yes,,,,,,C9500: 8x 10Gbps Fiber uplinks,,https://www.cisco.com/c/en/us/support/switches/catalyst-9500-series-switches/series.html
Catalyst,C9600,Chassis,C9606R,"Core,Distribution","Copper, Fiber",192,Modular,Modular,Modular,Modular,No,4,Dependent on Line Card,No,Redundant Tray,No,Up to 4 PSUs,Full L3,"Stacking,  Redundant PSU, Fan",C9600: 192x Dependent on Line Card Modular downlinks and Modular uplinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9600,Line Card,C9600-LC-24C,"Core,Distribution",Fiber,24,100G,,,,,,,No,,,,,,C9600: 24x 100G Fiber downlinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9600,Line Card,C9600-LC-48YL,"Core,Distribution",Fiber,48,25G,,,,,,,No,,,,,,C9600: 48x 25G Fiber downlinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9600,Line Card,C9600-LC-48TX,"Core,Distribution",Copper,48,10G,,,,,,,No,,,,,Multigigabit,C9600: 48x 10G Copper downlinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9600,Line Card,C9600-LC-48S,"Core,Distribution",Fiber,48,1G,,,,,,,No,,,,,,C9600: 48x 1G Fiber downlinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9600,Line Card,C9600-LC-40YL4CD,"Core,Distribution",Fiber,44,"25G, 100G",,,,,,,No,,,,,,C9600: 44x 25G / 100G Fiber downlinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9600,Line Card,C9600X-LC-56YL4C,"Core,Distribution",Fiber,60,"25G, 100G",,,,,,,No,,,,,,C9600: 60x 25G / 100G Fiber downlinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9600,Line Card,C9600X-LC-32CD,"Core,Distribution",Fiber,32,"100G, 400G",,,,,,,No,,,,,,C9600: 32x 100G / 400G Fiber downlinks,,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst9600/software/release/17-12/release_notes/ol-17-12-9600/introduction.html
Catalyst,C9350 SmartSwitch,Rack,C9350-24T,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 24x 1G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-48T,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,,Yes,Redundant,Yes,Modular Redundant,Full L3,"Stacking,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 48x 1G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-24P,Access,Copper,24,1G,Modular,Modular,Modular,Yes,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 24x PoE+ 1G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
Catalyst,C9350 SmartSwitch,Rack,C9350-48P,Access,Copper,48,1G,Modular,Modular,Modular,Yes,,PoE+,Yes,Redundant,Yes,Modular Redundant,Full L3,"PoE, Stacking,  StackPower, Redundant PSU, Fan",C9350 SmartSwitch: 48x PoE+ 1G Copper downlinks and Modular uplinks,AI ready hardware using Cisco Silicon One ASICs,https://www.cisco.com/c/en/us/products/collateral/switches/catalyst-9000-switches/c9000-smart-switches-faq.html
